age,income,loan_amount,loan_term,credit_score,num_credit_lines,num_delinquencies,employment_years,debt_to_income,home_ownership,loan_purpose,num_inquiries,savings_balance,months_last_delinq,default
68,19457,11661,60,542,7,0,0.5,0.386,RENT,PERSONAL,2,16195.0,,0
43,57033,6649,36,765,7,0,8.5,0.425,RENT,PERSONAL,1,1898.0,,0
26,40491,7641,36,650,5,0,7.3,0.332,RENT,AUTO,1,951.0,,0
66,93840,9420,48,662,1,3,5.0,0.065,OWN,PERSONAL,3,48616.0,27.0,0
64,75540,6891,48,571,11,2,0.5,0.289,OWN,DEBT_CONSOLIDATION,1,7582.0,17.0,0
63,34466,7780,48,707,9,0,1.5,0.231,MORTGAGE,MEDICAL,0,432.0,,0
65,30719,34692,36,608,6,2,3.1,0.301,OWN,PERSONAL,0,5632.0,34.0,0
41,40576,20538,36,542,13,0,1.5,0.123,RENT,HOME_IMPROVEMENT,1,3112.0,,0
43,151046,22806,48,763,9,0,2.8,0.367,OWN,MEDICAL,1,10452.0,,0
63,129501,13044,36,607,11,3,1.3,0.221,MORTGAGE,MEDICAL,1,6997.0,12.0,0
36,27420,27113,48,481,4,3,2.2,0.272,MORTGAGE,DEBT_CONSOLIDATION,2,3438.0,26.0,0
67,79232,24184,60,617,2,2,5.3,0.111,MORTGAGE,DEBT_CONSOLIDATION,2,,24.0,1
35,17346,20312,60,708,13,0,11.1,0.292,MORTGAGE,DEBT_CONSOLIDATION,0,5506.0,,0
45,37481,8451,24,695,13,0,2.4,0.275,RENT,PERSONAL,1,6129.0,,0
56,28098,9804,24,585,3,3,5.9,0.374,MORTGAGE,PERSONAL,2,2233.0,63.0,0
31,93113,28020,24,556,12,1,0.7,0.137,RENT,PERSONAL,4,560.0,8.0,0
35,22597,9305,48,523,4,0,3.9,0.261,OWN,PERSONAL,0,2730.0,,0
24,63425,5421,36,638,10,0,12.7,0.091,OWN,DEBT_CONSOLIDATION,0,2011.0,,0
41,49042,9180,24,652,12,3,0.1,0.162,OWN,DEBT_CONSOLIDATION,0,3366.0,38.0,0
33,44123,39798,12,700,8,3,1.6,0.173,MORTGAGE,MEDICAL,0,15278.0,49.0,0
42,133646,9186,36,627,3,1,0.7,0.619,MORTGAGE,MEDICAL,1,24146.0,43.0,1
39,140902,16804,24,624,8,2,3.8,0.128,OWN,DEBT_CONSOLIDATION,1,9268.0,59.0,0
54,44953,8682,24,616,6,0,5.7,0.161,MORTGAGE,DEBT_CONSOLIDATION,1,10468.0,,0
34,39833,22797,48,652,4,1,0.3,0.295,OWN,HOME_IMPROVEMENT,2,3230.0,13.0,1
24,19848,19453,12,628,14,1,0.4,0.433,RENT,DEBT_CONSOLIDATION,0,2204.0,3.0,0
68,48896,4704,24,719,7,0,10.2,0.313,MORTGAGE,DEBT_CONSOLIDATION,1,9477.0,,0
66,158258,16117,48,666,14,2,3.0,0.163,RENT,HOME_IMPROVEMENT,0,12895.0,21.0,0
47,45377,4114,48,649,11,3,3.1,0.245,MORTGAGE,DEBT_CONSOLIDATION,0,12673.0,14.0,0
49,75906,9065,36,636,13,0,14.5,0.38,MORTGAGE,PERSONAL,3,3027.0,,0
67,21195,13253,12,559,5,2,1.9,0.27,MORTGAGE,MEDICAL,0,4058.0,7.0,1
48,37765,48669,48,639,5,1,11.4,0.126,OWN,MEDICAL,0,45220.0,59.0,0
55,64698,16690,36,585,9,1,18.3,0.308,RENT,PERSONAL,2,155.0,2.0,0
28,52235,7809,12,669,13,2,1.4,0.751,MORTGAGE,PERSONAL,2,13027.0,69.0,1
36,80402,10700,24,622,3,0,3.6,0.05,RENT,HOME_IMPROVEMENT,0,2339.0,,0
62,34146,25513,24,781,10,2,3.8,0.269,RENT,DEBT_CONSOLIDATION,0,,66.0,0
56,17154,7884,36,532,4,0,10.1,0.09,RENT,PERSONAL,2,2512.0,,0
50,96111,28793,60,376,5,2,1.8,0.238,RENT,DEBT_CONSOLIDATION,5,328.0,16.0,1
38,27954,9264,48,662,1,0,8.0,0.527,MORTGAGE,DEBT_CONSOLIDATION,7,2772.0,,0
22,66434,7039,36,585,7,0,17.7,0.166,OWN,PERSONAL,6,19210.0,,1
69,64249,9474,36,653,8,0,9.2,0.403,OWN,DEBT_CONSOLIDATION,1,2485.0,,0
33,18065,4310,36,534,6,0,12.0,0.083,RENT,AUTO,0,2972.0,,0
24,91994,2920,36,802,9,0,6.2,0.121,MORTGAGE,MEDICAL,0,1145.0,,0
46,34894,12610,24,607,3,0,11.7,0.261,OWN,DEBT_CONSOLIDATION,0,3745.0,,0
45,50667,12745,48,579,2,2,0.9,0.238,MORTGAGE,DEBT_CONSOLIDATION,0,,4.0,0
50,39541,15987,60,800,5,3,6.2,0.279,MORTGAGE,DEBT_CONSOLIDATION,1,1298.0,21.0,0
31,129775,12566,36,711,13,3,6.6,0.148,MORTGAGE,MEDICAL,1,6021.0,23.0,0
27,109765,68219,48,758,9,3,2.9,0.193,MORTGAGE,DEBT_CONSOLIDATION,0,649.0,42.0,0
51,16524,15031,36,625,11,2,0.4,0.339,RENT,HOME_IMPROVEMENT,2,728.0,41.0,0
64,190098,5097,36,643,1,0,4.9,0.328,MORTGAGE,DEBT_CONSOLIDATION,0,1984.0,,0
30,32631,6100,12,589,1,2,0.3,0.431,MORTGAGE,HOME_IMPROVEMENT,1,6953.0,36.0,0
59,173072,13363,48,579,10,2,2.4,0.308,OWN,AUTO,1,13557.0,17.0,0
33,42036,9850,48,673,3,0,2.5,0.156,RENT,HOME_IMPROVEMENT,0,3647.0,,1
51,39953,5654,48,608,10,1,34.2,0.259,MORTGAGE,AUTO,3,,7.0,0
27,42260,12821,24,828,3,0,1.8,0.288,MORTGAGE,PERSONAL,5,6166.0,,0
69,38543,12952,24,711,5,3,8.6,0.159,MORTGAGE,PERSONAL,1,2724.0,62.0,0
62,222936,40822,36,800,4,1,0.3,0.286,MORTGAGE,PERSONAL,1,9464.0,57.0,0
62,46825,7036,36,450,6,4,3.8,0.557,MORTGAGE,AUTO,1,25103.0,33.0,0
56,40889,9973,36,801,12,0,3.8,0.473,MORTGAGE,AUTO,5,,,0
40,51339,40735,60,437,8,0,,0.364,MORTGAGE,PERSONAL,0,828.0,,0
24,27436,16815,48,532,8,5,8.3,0.266,OWN,PERSONAL,3,3376.0,31.0,0
27,127806,7007,36,491,11,0,7.2,0.577,RENT,DEBT_CONSOLIDATION,2,49958.0,,0
21,20279,8101,12,660,4,0,7.2,0.055,MORTGAGE,MEDICAL,3,5497.0,,0
64,33914,5711,12,638,1,1,2.8,0.24,OWN,DEBT_CONSOLIDATION,5,1016.0,66.0,0
65,85991,14102,48,707,13,3,6.5,0.072,MORTGAGE,DEBT_CONSOLIDATION,1,3815.0,70.0,0
62,50282,27496,48,632,14,0,3.4,0.062,MORTGAGE,PERSONAL,0,3312.0,,0
67,68154,41841,48,744,14,0,0.3,0.229,MORTGAGE,DEBT_CONSOLIDATION,3,1236.0,,0
33,122995,4720,36,560,7,1,11.0,0.407,RENT,PERSONAL,3,18765.0,16.0,0
42,89526,24548,12,746,6,0,11.0,0.418,RENT,DEBT_CONSOLIDATION,2,8129.0,,0
41,53236,14988,60,637,5,0,1.9,0.316,RENT,MEDICAL,3,16440.0,,0
42,171717,11122,60,840,4,3,12.3,0.273,RENT,AUTO,2,65.0,17.0,0
48,33624,9975,36,714,6,2,7.1,0.295,RENT,PERSONAL,5,5240.0,9.0,0
29,46157,3482,12,614,8,3,2.6,0.406,MORTGAGE,HOME_IMPROVEMENT,1,4031.0,62.0,0
46,48134,20881,36,637,6,0,2.0,0.301,RENT,DEBT_CONSOLIDATION,1,1014.0,,1
29,46099,5307,60,554,3,1,18.5,0.518,MORTGAGE,AUTO,2,6432.0,7.0,0
35,25809,7913,48,670,9,5,6.2,0.291,OWN,HOME_IMPROVEMENT,0,1039.0,18.0,0
30,18955,17901,48,614,3,1,2.4,0.41,RENT,DEBT_CONSOLIDATION,1,451.0,45.0,0
44,62964,3746,12,701,4,0,5.1,0.535,OWN,MEDICAL,3,9361.0,,0
62,33521,5300,24,526,13,5,4.2,0.085,MORTGAGE,PERSONAL,0,,55.0,0
28,153997,31353,24,611,5,1,3.7,0.158,MORTGAGE,DEBT_CONSOLIDATION,1,433.0,32.0,0
44,46933,14551,60,541,11,2,5.2,0.262,RENT,AUTO,1,23568.0,7.0,0
36,42155,8404,36,546,2,0,3.9,0.682,OWN,AUTO,0,3937.0,,0
69,94524,14592,48,691,11,1,5.3,0.394,MORTGAGE,HOME_IMPROVEMENT,2,1280.0,19.0,1
46,62400,21346,24,735,10,3,11.9,0.299,MORTGAGE,DEBT_CONSOLIDATION,1,436.0,62.0,0
47,44121,29359,60,441,11,1,25.0,0.204,MORTGAGE,HOME_IMPROVEMENT,3,867.0,14.0,0
57,33375,6132,48,798,10,0,6.2,0.39,MORTGAGE,AUTO,0,435.0,,0
24,440040,6520,24,759,2,0,13.1,0.213,MORTGAGE,DEBT_CONSOLIDATION,1,33752.0,,0
44,60905,20452,60,525,6,0,,0.471,RENT,DEBT_CONSOLIDATION,0,49010.0,,0
39,93963,20916,24,710,14,0,1.7,0.155,OWN,PERSONAL,0,17930.0,,0
56,26535,5215,24,600,2,1,13.5,0.355,RENT,PERSONAL,3,421.0,24.0,0
59,34655,6693,24,631,10,0,0.4,0.215,MORTGAGE,MEDICAL,0,7355.0,,0
30,174104,11665,60,691,1,0,2.0,0.523,MORTGAGE,AUTO,0,75627.0,,0
45,113341,13582,60,680,8,0,5.1,0.263,RENT,MEDICAL,1,1282.0,,0
38,64510,13854,36,591,10,0,3.7,0.401,RENT,HOME_IMPROVEMENT,3,3236.0,,0
39,38990,5159,48,590,14,1,3.9,0.208,OWN,AUTO,2,37575.0,24.0,0
56,42599,13757,48,595,10,1,,0.341,RENT,DEBT_CONSOLIDATION,3,5726.0,8.0,0
30,32674,8086,48,737,13,3,1.1,0.106,OWN,DEBT_CONSOLIDATION,0,,1.0,1
53,24487,5905,24,481,1,0,20.1,0.24,MORTGAGE,PERSONAL,1,1495.0,,0
25,85332,13257,36,626,10,1,2.9,0.22,RENT,AUTO,1,544.0,31.0,1
67,67731,12344,48,773,14,0,15.0,0.334,OWN,PERSONAL,4,6810.0,,0
69,76240,23416,12,699,6,0,2.4,0.441,RENT,HOME_IMPROVEMENT,2,1913.0,,0
55,40049,7312,36,729,12,1,4.6,0.424,MORTGAGE,DEBT_CONSOLIDATION,1,1553.0,44.0,0
64,57147,15750,48,627,14,2,3.0,0.226,MORTGAGE,DEBT_CONSOLIDATION,1,1293.0,47.0,1
54,37827,4456,24,541,1,0,5.6,0.151,RENT,AUTO,1,10667.0,,0
53,31686,11021,60,644,8,0,1.0,0.121,MORTGAGE,DEBT_CONSOLIDATION,1,6784.0,,0
41,133284,18482,12,581,14,2,2.6,0.35,OWN,HOME_IMPROVEMENT,2,43861.0,22.0,0
37,52728,19606,60,829,5,1,0.4,0.411,OWN,AUTO,0,16383.0,7.0,0
42,66468,19700,24,626,3,0,4.6,0.537,RENT,DEBT_CONSOLIDATION,0,4446.0,,0
68,80939,23460,12,694,5,1,16.4,0.297,RENT,DEBT_CONSOLIDATION,0,4170.0,41.0,0
57,53126,9779,24,784,13,4,0.2,0.196,MORTGAGE,PERSONAL,3,14442.0,12.0,0
35,56635,18902,48,546,1,0,5.4,0.549,MORTGAGE,DEBT_CONSOLIDATION,5,4424.0,,0
55,25541,49421,48,446,1,0,7.5,0.371,RENT,HOME_IMPROVEMENT,1,18336.0,,1
48,28633,9634,24,681,12,0,1.2,0.166,MORTGAGE,PERSONAL,0,4603.0,,0
27,27759,35106,24,697,14,2,1.6,0.232,MORTGAGE,HOME_IMPROVEMENT,0,,3.0,1
52,70493,24675,36,604,4,0,1.1,0.261,RENT,AUTO,1,25803.0,,0
31,51151,11087,36,541,9,5,1.8,0.389,OWN,MEDICAL,1,481.0,8.0,0
30,28635,11754,48,666,14,1,0.6,0.181,RENT,MEDICAL,0,22746.0,13.0,0
29,69429,14514,12,637,9,0,2.3,0.361,MORTGAGE,PERSONAL,3,24747.0,,0
34,67919,23721,36,667,1,0,2.3,0.447,MORTGAGE,HOME_IMPROVEMENT,1,2712.0,,0
33,32306,17709,48,543,3,1,8.2,0.551,MORTGAGE,HOME_IMPROVEMENT,0,4268.0,23.0,0
45,48209,9581,60,667,13,0,8.1,0.39,MORTGAGE,DEBT_CONSOLIDATION,0,2460.0,,0
22,68070,3111,48,709,12,3,,0.26,MORTGAGE,HOME_IMPROVEMENT,1,1777.0,24.0,1
55,29290,21387,24,511,4,0,4.2,0.106,RENT,DEBT_CONSOLIDATION,0,19241.0,,0
27,68853,3454,24,764,2,0,2.0,0.433,OWN,DEBT_CONSOLIDATION,1,594.0,,0
41,58725,5135,36,661,7,1,2.6,0.26,MORTGAGE,AUTO,1,4480.0,33.0,1
38,26916,10080,36,712,3,0,,0.329,MORTGAGE,DEBT_CONSOLIDATION,4,693.0,,1
23,55931,5711,60,531,1,1,4.4,0.183,MORTGAGE,AUTO,1,1886.0,12.0,0
62,61046,16685,48,698,1,0,13.9,0.067,OWN,HOME_IMPROVEMENT,2,869.0,,0
59,33671,10858,36,500,3,1,1.7,0.077,RENT,AUTO,3,4205.0,71.0,0
61,35300,23148,36,559,6,1,3.1,0.366,OWN,PERSONAL,0,7437.0,46.0,0
69,26768,4336,36,662,4,1,5.3,0.25,RENT,DEBT_CONSOLIDATION,1,17318.0,16.0,0
31,37444,8406,24,616,1,1,9.3,0.287,RENT,HOME_IMPROVEMENT,0,3662.0,58.0,1
59,48667,13399,12,642,7,0,1.5,0.312,RENT,PERSONAL,1,47639.0,,0
44,35358,13765,36,803,2,0,1.6,0.377,RENT,DEBT_CONSOLIDATION,1,2100.0,,0
66,20112,21716,24,641,12,0,10.8,0.419,MORTGAGE,DEBT_CONSOLIDATION,1,10156.0,,0
39,32430,7043,24,700,5,0,0.4,0.488,RENT,PERSONAL,0,22450.0,,0
24,38163,9628,24,634,8,5,4.7,0.426,OWN,DEBT_CONSOLIDATION,1,2388.0,30.0,0
46,80026,19056,24,631,7,0,9.8,0.189,MORTGAGE,PERSONAL,4,7938.0,,0
58,70043,2867,12,556,11,1,12.7,0.273,MORTGAGE,DEBT_CONSOLIDATION,5,144.0,9.0,0
62,80962,17491,48,671,12,0,0.1,0.332,RENT,MEDICAL,0,16262.0,,0
52,31464,22806,36,850,8,1,2.3,0.135,RENT,DEBT_CONSOLIDATION,0,1276.0,66.0,0
59,53366,5252,36,647,13,2,1.5,0.489,RENT,MEDICAL,0,28022.0,22.0,0
65,11455,10716,36,617,10,0,4.2,0.372,MORTGAGE,DEBT_CONSOLIDATION,0,3530.0,,0
66,63408,37982,60,736,14,2,5.0,0.439,MORTGAGE,PERSONAL,0,13038.0,29.0,1
56,70724,21203,12,726,11,0,40.0,0.125,RENT,DEBT_CONSOLIDATION,2,1705.0,,0
60,39697,18268,36,677,6,0,3.6,0.135,RENT,AUTO,0,227492.0,,0
57,58528,26733,24,613,7,2,4.0,0.336,MORTGAGE,DEBT_CONSOLIDATION,0,4723.0,48.0,1
53,19753,47249,36,737,9,0,2.7,0.051,RENT,AUTO,2,78224.0,,0
56,30314,13534,60,650,6,2,0.8,0.197,MORTGAGE,HOME_IMPROVEMENT,1,3710.0,31.0,0
23,77596,10046,48,717,9,0,1.8,0.564,RENT,DEBT_CONSOLIDATION,1,2391.0,,1
29,66619,26688,48,570,13,2,1.4,0.342,MORTGAGE,HOME_IMPROVEMENT,0,8939.0,49.0,0
28,38288,11717,36,590,12,0,8.1,0.16,RENT,AUTO,2,,,0
53,79763,6977,48,648,2,1,3.9,0.215,RENT,DEBT_CONSOLIDATION,4,12235.0,64.0,0
26,53262,9154,12,535,13,3,1.8,0.322,OWN,PERSONAL,1,7664.0,56.0,1
61,36224,16624,36,608,2,0,3.4,0.391,MORTGAGE,PERSONAL,1,3938.0,,0
59,43928,9753,36,531,14,0,1.2,0.2,RENT,DEBT_CONSOLIDATION,1,11313.0,,0
24,37300,10275,36,508,2,3,1.0,0.424,OWN,AUTO,0,6363.0,35.0,0
33,24094,6509,24,847,6,0,9.8,0.487,MORTGAGE,DEBT_CONSOLIDATION,1,3078.0,,0
69,104194,36489,48,588,2,1,14.5,0.126,OWN,HOME_IMPROVEMENT,4,3013.0,47.0,0
22,34863,10511,12,595,3,3,0.4,0.239,MORTGAGE,PERSONAL,2,24143.0,60.0,1
25,29750,8119,12,646,13,1,7.2,0.147,MORTGAGE,DEBT_CONSOLIDATION,1,668.0,17.0,1
64,19582,8747,36,549,8,0,,0.274,MORTGAGE,DEBT_CONSOLIDATION,2,11583.0,,0
47,10081,23430,24,597,8,0,2.5,0.075,MORTGAGE,HOME_IMPROVEMENT,1,10072.0,,1
52,74675,19955,48,795,11,0,5.8,0.202,MORTGAGE,PERSONAL,4,67450.0,,0
41,78918,9402,36,670,12,0,,0.46,RENT,DEBT_CONSOLIDATION,0,59.0,,0
28,100290,13665,48,723,4,0,0.1,0.242,OWN,DEBT_CONSOLIDATION,4,495.0,,0
58,44827,16215,36,773,9,2,1.2,0.135,RENT,DEBT_CONSOLIDATION,2,1157.0,6.0,0
28,40409,8161,48,657,8,0,1.0,0.438,MORTGAGE,HOME_IMPROVEMENT,0,1608.0,,0
23,36148,4544,60,621,1,4,0.2,0.209,MORTGAGE,DEBT_CONSOLIDATION,1,12560.0,3.0,1
64,38180,19159,36,518,8,2,1.9,0.148,MORTGAGE,PERSONAL,1,650.0,59.0,0
23,95978,8484,36,607,1,3,3.2,0.439,OWN,DEBT_CONSOLIDATION,0,,69.0,0
42,48247,18183,60,626,4,0,6.7,0.486,RENT,AUTO,1,1494.0,,0
26,61503,16726,12,571,10,1,2.0,0.193,RENT,DEBT_CONSOLIDATION,0,2507.0,23.0,0
22,37601,13892,36,771,6,0,1.1,0.104,MORTGAGE,DEBT_CONSOLIDATION,1,22468.0,,0
43,108284,9914,24,733,7,0,1.3,0.294,MORTGAGE,HOME_IMPROVEMENT,1,7695.0,,0
64,15633,8572,12,723,10,1,11.1,0.066,RENT,DEBT_CONSOLIDATION,1,1645.0,38.0,0
22,23569,6022,24,630,13,2,1.1,0.236,RENT,DEBT_CONSOLIDATION,3,605.0,7.0,0
58,61564,8688,36,552,4,0,10.6,0.22,RENT,MEDICAL,3,7329.0,,0
37,140136,19894,48,752,8,0,3.0,0.297,RENT,DEBT_CONSOLIDATION,4,1559.0,,0
55,42828,35542,24,668,8,0,13.6,0.439,MORTGAGE,DEBT_CONSOLIDATION,1,2572.0,,0
54,29572,32073,48,705,14,2,2.6,0.222,MORTGAGE,DEBT_CONSOLIDATION,2,2648.0,37.0,1
43,89357,14791,36,692,14,4,1.0,0.19,OWN,MEDICAL,1,15443.0,7.0,1
50,59529,35529,60,666,14,0,4.0,0.427,MORTGAGE,DEBT_CONSOLIDATION,2,2317.0,,0
28,106311,10778,60,809,9,0,4.4,0.201,RENT,DEBT_CONSOLIDATION,0,2137.0,,0
42,22602,5411,48,584,14,3,5.0,0.367,OWN,DEBT_CONSOLIDATION,1,1112.0,64.0,0
64,101418,51257,60,613,6,0,2.7,0.195,OWN,PERSONAL,2,,,0
56,19359,19399,48,779,4,1,0.2,0.148,RENT,PERSONAL,3,11990.0,45.0,0
25,41237,4563,60,646,2,0,4.9,0.399,MORTGAGE,PERSONAL,0,3677.0,,1
33,62797,39789,24,629,7,0,13.5,0.294,MORTGAGE,AUTO,0,2826.0,,0
49,54809,7939,36,618,10,1,15.8,0.489,OWN,PERSONAL,0,651.0,54.0,0
51,92629,9245,48,697,3,2,4.5,0.423,MORTGAGE,MEDICAL,4,949.0,66.0,0
67,16383,27309,36,620,11,0,0.1,0.075,MORTGAGE,PERSONAL,0,7310.0,,0
36,53349,34655,48,610,13,0,0.6,0.217,RENT,HOME_IMPROVEMENT,5,2747.0,,0
62,100688,6631,60,696,12,0,9.0,0.268,RENT,DEBT_CONSOLIDATION,7,2744.0,,0
50,50796,37410,24,647,3,1,8.9,0.417,OWN,PERSONAL,3,5789.0,2.0,0
36,24701,24636,48,554,3,3,14.6,0.167,MORTGAGE,HOME_IMPROVEMENT,2,8420.0,6.0,0
32,89725,7633,24,642,4,2,4.1,0.491,RENT,PERSONAL,5,8975.0,45.0,0
37,33224,11247,36,758,2,0,10.0,0.178,MORTGAGE,AUTO,0,2523.0,,0
36,29894,38611,36,705,13,3,8.7,0.35,MORTGAGE,DEBT_CONSOLIDATION,0,3122.0,9.0,0
32,27720,4481,24,769,13,0,4.5,0.294,RENT,AUTO,3,7225.0,,0
28,43512,35119,36,577,5,0,7.7,0.247,RENT,HOME_IMPROVEMENT,0,199.0,,0
40,54712,24161,36,730,3,2,0.7,0.242,MORTGAGE,DEBT_CONSOLIDATION,0,4510.0,21.0,1
23,22892,19080,24,584,10,0,5.1,0.252,MORTGAGE,PERSONAL,0,9188.0,,0
36,25895,14650,48,535,5,0,15.3,0.058,MORTGAGE,PERSONAL,1,1479.0,,0
50,32316,53056,36,571,12,0,0.9,0.331,MORTGAGE,AUTO,1,693.0,,1
65,27640,58838,36,651,13,2,6.8,0.142,MORTGAGE,PERSONAL,0,23322.0,36.0,0
43,50114,8685,24,727,7,1,1.9,0.365,MORTGAGE,AUTO,1,1303.0,14.0,1
48,60884,20507,60,666,9,0,8.5,0.23,OWN,PERSONAL,2,3448.0,,1
60,56068,49616,48,626,2,2,6.0,0.204,RENT,HOME_IMPROVEMENT,5,5455.0,35.0,0
25,56117,7712,24,552,9,2,13.0,0.297,OWN,HOME_IMPROVEMENT,0,1116.0,22.0,1
40,133599,15838,12,699,10,2,6.2,0.246,MORTGAGE,DEBT_CONSOLIDATION,0,470.0,47.0,0
60,63210,26976,48,721,6,0,2.6,0.2,RENT,PERSONAL,1,5248.0,,0
64,78463,3260,36,665,12,0,0.1,0.198,MORTGAGE,PERSONAL,6,596.0,,1
21,38224,23861,24,550,6,0,7.9,0.35,MORTGAGE,MEDICAL,0,8751.0,,0
50,86371,6236,36,708,11,2,2.6,0.261,RENT,HOME_IMPROVEMENT,0,2998.0,31.0,0
41,37145,15285,36,744,3,2,5.6,0.358,RENT,HOME_IMPROVEMENT,0,59380.0,41.0,1
40,62747,29764,48,770,14,5,0.6,0.218,RENT,DEBT_CONSOLIDATION,1,4384.0,26.0,0
26,21530,2509,24,602,10,0,11.1,0.122,MORTGAGE,PERSONAL,1,,,0
42,54162,23158,36,677,13,0,2.9,0.141,MORTGAGE,AUTO,3,10165.0,,0
38,27304,55650,24,594,9,0,12.6,0.394,MORTGAGE,DEBT_CONSOLIDATION,2,14734.0,,0
28,85959,9198,60,561,4,0,6.1,0.427,RENT,DEBT_CONSOLIDATION,1,634.0,,1
59,82911,20004,48,774,5,1,0.6,0.238,OWN,PERSONAL,0,6384.0,20.0,0
52,37050,34020,48,687,3,5,4.3,0.199,OWN,DEBT_CONSOLIDATION,1,5699.0,58.0,0
53,167669,4381,48,749,5,1,12.0,0.442,MORTGAGE,HOME_IMPROVEMENT,2,12812.0,20.0,0
36,41294,22701,36,535,8,1,8.0,0.171,MORTGAGE,PERSONAL,0,960.0,34.0,0
32,18635,27355,60,664,8,1,2.7,0.166,RENT,HOME_IMPROVEMENT,2,9295.0,60.0,0
58,30716,20890,12,683,14,0,15.5,0.333,RENT,DEBT_CONSOLIDATION,1,6227.0,,0
54,26200,14195,48,569,8,2,1.6,0.373,MORTGAGE,AUTO,2,2660.0,37.0,0
34,61560,6632,24,766,6,1,2.4,0.028,RENT,DEBT_CONSOLIDATION,0,,67.0,1
56,23360,35383,36,619,1,0,6.9,0.43,MORTGAGE,DEBT_CONSOLIDATION,2,777.0,,0
53,35471,13686,36,678,11,1,1.3,0.332,RENT,HOME_IMPROVEMENT,0,2657.0,52.0,0
43,59203,7096,48,593,10,1,3.6,0.341,RENT,DEBT_CONSOLIDATION,0,1137.0,44.0,1
65,53273,10693,48,538,12,0,6.5,0.472,RENT,PERSONAL,4,5653.0,,0
22,48650,17290,36,717,6,0,,0.103,MORTGAGE,PERSONAL,1,33468.0,,0
61,52870,4479,36,672,12,0,0.8,0.217,OWN,DEBT_CONSOLIDATION,1,23441.0,,0
41,39250,13528,60,660,11,0,5.0,0.328,MORTGAGE,PERSONAL,4,120.0,,1
22,18728,9978,24,616,10,0,4.3,0.186,MORTGAGE,DEBT_CONSOLIDATION,1,28367.0,,0
47,38634,34038,48,669,7,1,4.1,0.151,RENT,PERSONAL,2,1901.0,21.0,0
29,64942,3596,36,747,14,0,8.7,0.224,OWN,PERSONAL,0,1467.0,,0
21,45154,25774,36,581,9,1,1.0,0.554,MORTGAGE,DEBT_CONSOLIDATION,0,4421.0,48.0,0
31,62000,36025,12,687,12,4,7.0,0.34,MORTGAGE,DEBT_CONSOLIDATION,1,2511.0,46.0,1
23,34473,3692,36,657,8,1,7.2,0.155,MORTGAGE,AUTO,3,2348.0,57.0,0
43,89019,4016,24,624,11,1,6.4,0.38,MORTGAGE,PERSONAL,1,1402.0,52.0,0
46,10575,46636,24,500,12,2,3.5,0.103,RENT,AUTO,0,5526.0,22.0,1
24,53363,7094,12,638,8,1,2.5,0.265,OWN,HOME_IMPROVEMENT,1,17733.0,17.0,0
38,110120,116586,36,697,7,0,,0.108,MORTGAGE,HOME_IMPROVEMENT,0,4401.0,,0
26,120405,3774,36,667,2,0,6.6,0.094,RENT,DEBT_CONSOLIDATION,5,3200.0,,0
55,42655,15048,48,517,1,2,3.4,0.259,MORTGAGE,HOME_IMPROVEMENT,1,8140.0,71.0,0
42,22121,13143,24,745,2,2,2.1,0.342,RENT,PERSONAL,6,18920.0,63.0,0
63,111289,11548,36,780,6,5,4.9,0.513,RENT,AUTO,0,4299.0,51.0,0
35,47519,18473,36,630,13,1,9.1,0.107,RENT,DEBT_CONSOLIDATION,0,2957.0,30.0,0
42,44561,19234,36,836,2,3,0.3,0.069,MORTGAGE,HOME_IMPROVEMENT,1,8291.0,41.0,0
57,28690,11880,48,569,10,0,17.9,0.274,MORTGAGE,HOME_IMPROVEMENT,3,1491.0,,0
62,23157,6569,36,531,4,1,0.5,0.117,RENT,HOME_IMPROVEMENT,1,252.0,50.0,0
32,68756,27818,48,553,10,3,3.6,0.182,RENT,PERSONAL,4,,63.0,0
67,73271,20736,36,660,3,0,4.1,0.503,MORTGAGE,AUTO,0,2113.0,,0
69,55322,14475,36,488,6,0,0.7,0.337,MORTGAGE,AUTO,2,1831.0,,1
62,30995,20281,36,613,12,0,12.4,0.218,RENT,DEBT_CONSOLIDATION,2,307.0,,0
58,25874,22886,48,850,12,2,3.2,0.219,MORTGAGE,PERSONAL,1,,59.0,1
38,20757,7838,60,512,13,0,0.8,0.248,RENT,HOME_IMPROVEMENT,1,2301.0,,0
65,35020,19781,36,593,14,1,6.2,0.223,MORTGAGE,HOME_IMPROVEMENT,2,23682.0,43.0,1
55,26809,9071,48,551,8,0,5.4,0.318,RENT,DEBT_CONSOLIDATION,1,35573.0,,1
50,17578,23422,12,615,11,0,16.5,0.333,MORTGAGE,DEBT_CONSOLIDATION,0,2876.0,,0
44,72461,11676,60,610,6,4,2.9,0.01,MORTGAGE,MEDICAL,0,,32.0,0
62,22216,20500,24,583,2,0,1.6,0.167,MORTGAGE,PERSONAL,1,819.0,,0
50,88464,9861,24,626,5,0,0.3,0.304,OWN,HOME_IMPROVEMENT,1,4282.0,,1
34,62096,21260,12,693,11,0,6.6,0.33,RENT,AUTO,1,2135.0,,0
26,58490,6734,60,757,13,1,4.8,0.568,OWN,DEBT_CONSOLIDATION,1,468.0,63.0,0
23,133144,13702,60,615,6,0,18.0,0.312,MORTGAGE,PERSONAL,0,15853.0,,0
36,22664,26541,60,640,9,1,6.2,0.299,OWN,PERSONAL,1,4716.0,23.0,0
